wavenumber,intensity
1898.14176365407,0.0002648503828188
1894.41260498284,-0.0018770942074921
1890.68344631162,-0.0027467342743001
1886.95428764039,-0.0035641017164177
1883.22512896917,-0.0006276414840628
1879.49597029794,0.0009810277400065
1875.76681162671,0.0021755429248821
1872.03765295549,0.0003417924891154
1868.30849428426,0.0016973527049008
1864.57933561303,0.0036947325469544
1860.85017694181,0.003391338648924
1857.12101827058,0.0055490045752924
1853.39185959936,0.0105144644707587
1849.66270092813,0.0116056516916572
1845.9335422569,0.0081322497167722
1842.20438358568,0.0069527884713469
1838.47522491445,0.0110577004175381
1834.74606624322,0.0153197482347904
1831.016907572,0.0172971545379269
1827.28774890077,0.0187395626281586
1823.55859022954,0.0195059523407529
1819.82943155832,0.0211182389757375
1816.10027288709,0.0276914592627841
1812.37111421587,0.035539388612448
1808.64195554464,0.0442541201307935
1804.91279687341,0.0519981209800907
1801.18363820219,0.0594445518934468
1797.45447953096,0.0643455767375689
1793.72532085973,0.0651467434053481
1789.99616218851,0.0677364929242546
1786.26700351728,0.0711483892512969
1782.53784484606,0.0759503732634463
1778.80868617483,0.085241808698523
1775.0795275036,0.0943541520794812
1771.35036883238,0.105702436231758
1767.62121016115,0.125959223850509
1763.89205148992,0.158438937702054
1760.1628928187,0.206421659434185
1756.43373414747,0.260418490584676
1752.70457547625,0.290813238852101
1748.97541680502,0.293854059386217
1745.24625813379,0.295797577365386
1741.51709946257,0.318172914249113
1737.78794079134,0.367285270837978
1734.05878212011,0.452503108394208
1730.32962344889,0.590502030078039
1726.60046477766,0.804529374112944
1722.87130610643,1.10789765500356
1719.14214743521,1.48842639869678
1715.41298876398,1.71953616076412
1711.68383009276,1.59538259100227
1707.95467142153,1.22288288115886
1704.2255127503,0.858574353852635
1700.49635407908,0.581403636655591
1696.76719540785,0.419341017982577
1693.03803673662,0.338261274500398
1689.3088780654,0.285402946264648
1685.57971939417,0.241256471038082
1681.85056072295,0.221482561958284
1678.12140205172,0.200120967510643
1674.39224338049,0.162287957424207
1670.66308470927,0.124044440664387
1666.93392603804,0.0984424368093012
1663.20476736681,0.0852677230081815
1659.47560869559,0.0827201718589894
1655.74645002436,0.0705015818999007
1652.01729135314,0.0579143610431288
1648.28813268191,0.0491050648001949
1644.55897401068,0.047662946513132
1640.82981533946,0.0484119498553283
1637.10065666823,0.0415357431428723
1633.371497997,0.0385344605666608
1629.64233932578,0.0389066439858242
1625.91318065455,0.0383224961901192
1622.18402198333,0.0378231443742199
1618.4548633121,0.0340095488527872
1614.72570464087,0.0329056525286614
1610.99654596965,0.0345487344190214
1607.26738729842,0.0363097211682499
1603.53822862719,0.0382820872725151
